asin,title,category_primary,all_categories,price,recovered_image_url,canonical_source_url,url_count,has_clean_url,has_trashed_dupe
B092PPJ9YT,"Das Keyboard 5QS Smart RGB Programmable Mechanical Keyboard for Work & Gaming, Soft Tactile Mechanical Switches, Built-in RGB Profiles, Palm Rest, Volume Knob, Aluminum Top (104 Keys, Black)",peripherals,keyboards;peripherals,199.00,https://m.media-amazon.com/images/I/41dCrCvnCTL.jpg,https://techwhizmart.com/product/das-keyboard-5qs-smart-rgb-programmable-mechanical-keyboard-for-work-gaming-soft-tactile-mechanical-switches-built-in-rgb-profiles-palm-rest-volume-knob-aluminum-top-104-keys-black/,1,True,False
B00ZYLMQH0,Dell Wired Keyboard - Black KB216 (580-ADMT),peripherals,keyboards;peripherals,14.24,https://m.media-amazon.com/images/I/4178Hx01kZL.jpg,https://techwhizmart.com/product/dell-wired-keyboard-black-kb216-580-admt__trashed/,1,False,True
B01LWVX2RG,DualShock 4 Wireless Controller for PlayStation 4 - Jet Black,peripherals,controllers;peripherals,68.24,https://m.media-amazon.com/images/I/41mCozLA9CL.jpg,https://techwhizmart.com/product/dualshock-4-wireless-controller-for-playstation-4-jet-black__trashed/,1,False,True
B0799976M1,DualShock 4 Wireless Controller for PlayStation 4 - Midnight Blue,peripherals,controllers;peripherals,64.99,https://m.media-amazon.com/images/I/415-s5FkXIL.jpg,https://techwhizmart.com/product/dualshock-4-wireless-controller-for-playstation-4-midnight-blue__trashed/,1,False,True
B094QH5MWN,"E-YOOSO Wireless Mouse for Laptop, Portable Optical Computer Mouse, 6 Buttons, Cordless 2.4GHz with USB Receiver, 5-Level 4800 DPI, 18 Months Battery Life, for PC, Chromebook, Windows, Mac",peripherals,mice;peripherals,10.99,https://m.media-amazon.com/images/I/31+1rKo3TvS.jpg,https://techwhizmart.com/product/e-yooso-wireless-mouse-computer-mouse-18-months-battery-life-cordless-mouse-5-level-2400-dpi-6-button-ergo-wireless-mice-2-4g-portable-usb-wireless-mouse-for-laptop-mac-chromebook-pc-windows__trashed/,1,False,True
B09DKDH4TZ,"E-YOOSO Wireless Mouse for Laptop, Portable Optical Computer Mouse, 6 Buttons, Cordless 2.4GHz with USB Receiver, 5-Level 4800 DPI, 18 Months Battery Life, for PC, Chromebook, Windows, Mac(Black)",peripherals,mice;peripherals,13.99,https://m.media-amazon.com/images/I/31OXDPbAsLL.jpg,https://techwhizmart.com/product/e-yooso-wireless-mouse-computer-mouse-18-months-battery-life-cordless-mouse-5-level-2400-dpi-6-button-ergo-wireless-mice-2-4g-portable-usb-wireless-mouse-for-laptop-mac-chromebook-pcblack__trashed/,1,False,True
B0CZLB3S83,"FASIGO PS4 Controller 2 Pack, Wireless PS4 Controller for PS4 / Pro/Slim & PC, with 2 USB C Cable - Black",peripherals,controllers;peripherals,31.98,https://m.media-amazon.com/images/I/416nLqPspqL.jpg,https://techwhizmart.com/product/fasigo-ps4-controller-2-pack-wireless-ps4-controller-for-ps4-pro-slim-pc-with-2-usb-c-cable-black/,1,True,False
B0CRR1WR9W,FLYDIGI APEX 4 Wireless PC Controller Force Feedback Trigger Force-Adjustable Alloy Joysitck Full-Color LCD Display 1500mAh 1000hz Report Rate Stereo Vibration PC/NS/TV/Android/Laptop,peripherals,controllers;peripherals,159.99,https://m.media-amazon.com/images/I/31ezDB20lyL.jpg,https://techwhizmart.com/product/flydigi-apex-4-wireless-pc-controller-force-feedback-trigger-force-adjustable-alloy-joysitck-full-color-lcd-display-1500mah-1000hz-report-rate-stereo-vibration-pc-ns-tv-android-laptop/,1,True,False
B0002CE0WU,"Fellowes 5933901 Mouse Pad w/Microban, Nonskid Base, 9 x 8, Black (FEL5933901), 8"" x 9"" x 0.1""",peripherals,mouse-pads;peripherals,5.69,https://m.media-amazon.com/images/I/31pLAXqNzDL.jpg,https://techwhizmart.com/product/fellowes-5933901-mouse-pad-w-microban-nonskid-base-9-x-8-black-fel5933901-8-x-9-x-0-1__trashed/,1,False,True
B0C7GW9F88,"GameSir G7 SE Wired Controller for Xbox Series X|S, Xbox One & Windows 10/11, Plug and Play Gaming Gamepad with Hall Effect Joysticks/Hall Trigger, 3.5mm Audio Jack",peripherals,controllers;peripherals,44.99,https://m.media-amazon.com/images/I/31laVdQyRKL.jpg,https://techwhizmart.com/product/gamesir-g7-se-wired-controller-for-xbox-series-xs-xbox-one-windows-10-11-plug-and-play-gaming-gamepad-with-hall-effect-joysticks-hall-trigger-3-5mm-audio-jack/,1,True,False
B08ML8RTC8,"HP Wireless Mouse Z3700 (26V63AA#ABL, Black), Dimensions (mm) : 101 x 60 x 25.3",peripherals,mice;peripherals,20.41,https://m.media-amazon.com/images/I/31AP8mIx-ML.jpg,https://techwhizmart.com/product/hp-wireless-mouse-z3700-26v63aaabl-black__trashed/,1,False,True
B08NM2GF2V,"HP X3000 G2 Wireless Mouse - Ambidextrous 3-Button Control, & Scroll Wheel Multi-Surface Technology, 1600 DPI Optical Sensor Win, Chrome, Mac OS Up to 15-Month Battery Life (â28Y30AA#ABA, Black)",peripherals,mice;peripherals,11.26,https://m.media-amazon.com/images/I/41I1MLNOfpL.jpg,https://techwhizmart.com/product/hp-wireless-mouse-x3000-g2-28y30aa-black-up-to-15-month-batteryscroll-wheel-side-grips-for-control-travel-friendly-blue-led-powerful-1600-dpi-optical-sensor-win-xp8-11-compatible__trashed/,1,False,True
B074M96FKW,"INPHIC Wireless Mouse Rechargeable, 700mAh, with USB Receiver, 6 Buttons, Ergonomic for Laptop, Computer, Mac, PC etc.",peripherals,mice;peripherals,9.98,https://m.media-amazon.com/images/I/41-zEBmViHL.jpg,https://techwhizmart.com/product/wireless-mouse-700mah-inphic-large-ergonomic-rechargeable-2-4g-optical-pc-laptop-cordless-mice-with-usb-nano-receiver-for-windows-computer-office-black__trashed/,1,False,True
B0B5G69Q3J,"JBL Live 650BTNC, Black - Wireless Over-Ear Bluetooth Headphones - Up to 20 Hours of Noise-Cancelling Streaming - Includes Multi-Point Connection & Voice Assistant",peripherals,headphones;peripherals,79.96,https://m.media-amazon.com/images/I/41guQ7OdpNL.jpg,https://techwhizmart.com/product/jbl-live-650btnc-headphones-black-wireless-over-ear-bluetooth-headphones-up-to-20-hours-of-noise-cancelling-streaming-includes-multi-point-connection-voice-assistant__trashed/,1,False,True
B08WM3LMJF,"JBL Tune 510BT - Bluetooth headphones with up to 40 hours battery, microphone for call, foldable and comfortable, Android and iOs compatible (Black)",peripherals,headphones;peripherals,29.95,https://m.media-amazon.com/images/I/31gJ-BK4BbL.jpg,https://techwhizmart.com/product/jbl-tune-510bt-wireless-on-ear-headphones-with-purebass-sound-black__trashed/,1,False,True
B08WM1V5P1,"JBL Tune 510BT: Wireless On-Ear Headphones with Purebass Sound - Blue, Medium",peripherals,headphones;peripherals,49.99,https://m.media-amazon.com/images/I/31iN3Y8q4nL.jpg,https://techwhizmart.com/product/jbl-tune-510bt-wireless-on-ear-headphones-with-purebass-sound-blue-medium/,1,True,False
B0B8VM8RBR,"Jekeno Video Gamer Blackout Curtains - Gaming Theme Controller Gamepad Computer Game Drapes Decor Playroom Bedroom Living Room Darkening Grommet Window Treatments 2 Panels Set, Black White 52""x 84""",peripherals,controllers;peripherals,49.99,https://m.media-amazon.com/images/I/61656XtFn2L.jpg,https://techwhizmart.com/product/jekeno-video-gamer-blackout-curtains-gaming-theme-controller-gamepad-computer-game-drapes-decor-playroom-bedroom-living-room-darkening-grommet-window-treatments-2-panels-set-black-white-52x-84/,1,True,False
B07FLKYRFB,KLIM Chroma Wireless Gaming Keyboard RGB - Backlit Wireless Keyboard - Long-Lasting Rechargeable Battery - Quiet Water Resistant Ergonomic Keyboard - Teclado Gamer - PC PS5 PS4 Xbox One Mac - Black,peripherals,keyboards;peripherals,33.97,https://m.media-amazon.com/images/I/41s3xlo1UmL.jpg,https://techwhizmart.com/product/klim-chroma-wireless-gaming-keyboard-rgb-new-2022-version-long-lasting-rechargeable-battery-quick-and-quiet-typing-water-resistant-backlit-wireless-keyboard-for-pc-ps5-ps4-xbox-one-mac-black__trashed/,1,False,True
B09QKPCJ7Q,"KNOWSQT Wireless Keyboard and Mouse Combo - MilkTea Colorful 2.4G Typewriter Full-Size Cute Keyboards - USB Receiver Plug and Play, for Computer, PC, Laptop, Desktop, Windows",peripherals,keyboards;peripherals,39.99,https://m.media-amazon.com/images/I/41yIRjIWZCL.jpg,https://techwhizmart.com/product/knowsqt-wireless-keyboard-and-mouse-combo-milktea-colorful-2-4g-typewriter-full-size-cute-keyboards-usb-receiver-plug-and-play-for-computer-pc-laptop-desktop-windows/,1,True,False
B09BF64J55,"KVIDIO [Updated Bluetooth Headphones Over Ear, 65 Hours Playtime Wireless Headphones with Microphone,Foldable Lightweight Headset with Deep Bass,HiFi Stereo Sound for Travel Work Cellphone",peripherals,headphones;peripherals,26.99,https://m.media-amazon.com/images/I/41aXNBJ4b8L.jpg,https://techwhizmart.com/product/kvidio-bluetooth-headphones-over-ear-55-hours-playtime-wireless-headphones-with-microphonefoldable-lightweight-headset-with-deep-basshifi-stereo-sound-for-travel-work-laptop-pc-cellphone__trashed/,1,False,True
B0869HZV81,"Keychron K2 Version 2 Wireless Gaming Mechanical Keyboard, Bluetooth/USB Wired Compact 84 Keys RGB LED Backlit Aluminum Frame for Mac Windows, Gateron G Pro Blue Switch",peripherals,keyboards;peripherals,99.99,https://m.media-amazon.com/images/I/41ssJcrLXUL.jpg,https://techwhizmart.com/product/keychron-k2-version-2-wireless-gaming-mechanical-keyboard-bluetooth-usb-wired-compact-84-keys-rgb-led-backlit-aluminum-frame-for-mac-windows-gateron-g-pro-blue-switch__trashed/,1,False,True
B0CQQWHW6V,"LOFREE Flow Low Profile Mechanical Keyboard, 100 Keys Rechargeable Wireless Keyboards with Bluetooth and Wired Connection for Windows, Mac OS/Black Phantom Tactile Switches",peripherals,keyboards;peripherals,179.99,https://m.media-amazon.com/images/I/31kp-IVoF1L.jpg,https://techwhizmart.com/product/lofree-flow-low-profile-mechanical-keyboard-100-keys-rechargeable-wireless-keyboards-with-bluetooth-and-wired-connection-for-windows-mac-os-black-phantom-tactile-switches/,1,True,False
B083P1HG9S,"LORELEI X6 Over-Ear Headphones with Microphone, Lightweight Foldable & Portable Stereo Bass Headphones with 1.45M No-Tangle, Wired Headphones for Smartphone Tablet MP3 / 4 (Space Black)",peripherals,headphones;peripherals,16.99,https://m.media-amazon.com/images/I/414LsloG1NL.jpg,https://techwhizmart.com/product/lorelei-x6-over-ear-headphones-with-microphone-lightweight-foldable-portable-stereo-bass-headphones-with-1-45m-no-tangle-wired-headphones-for-smartphone-tablet-mp3-4-space-black__trashed/,1,False,True
B08JCD23MJ,"LORELEI X8 Over-Ear Wired Headphones with Microphone with 1.45m-Tangle-Free Nylon Line&3.5mm Plug,Lightweight Foldable…",peripherals,headphones;peripherals,16.99,https://m.media-amazon.com/images/I/41bG-ufetFL.jpg,https://techwhizmart.com/product/lorelei-x8-over-ear-wired-headphones-with-microphone-with-1-45m-tangle-free-nylon-line3-5mm-pluglightweight-foldable-portable-headphones-for-smartphonetabletcomputermp3-4dark-purple__trashed/,1,False,True
B07YN82X3B,"Logitech G203 Wired Gaming Mouse, 8,000 DPI, Rainbow Optical Effect LIGHTSYNC RGB, 6 Programmable Buttons, On-Board Memory, Screen Mapping, PC/Mac Computer and Laptop Compatible - Black",peripherals,mice;peripherals,29.41,https://m.media-amazon.com/images/I/41zEY42v1tL.jpg,https://techwhizmart.com/product/logitech-g203-wired-gaming-mouse-8000-dpi-rainbow-optical-effect-lightsync-rgb-6-programmable-buttons-on-board-memory-screen-mapping-pc-mac-computer-and-laptop-compatible-black__trashed/,1,False,True
B07CMS5Q6P,"Logitech G305 LIGHTSPEED Wireless Gaming Mouse, Hero 12K Sensor, 12,000 DPI, Lightweight, 6 Programmable Buttons, 250h Battery Life, On-Board Memory, PC/Mac - Black",peripherals,mice;peripherals,39.88,https://m.media-amazon.com/images/I/31+saSWhrFL.jpg,https://techwhizmart.com/product/logitech-g305-lightspeed-wireless-gaming-mouse-hero-12k-sensor-12000-dpi-lightweight-6-programmable-buttons-250h-battery-life-on-board-memory-pc-mac-black__trashed/,1,False,True
B08Z7J4KV3,"Logitech G413 TKL SE Mechanical Gaming Keyboard - Compact Backlit Keyboard with Tactile Mechanical Switches, Anti-Ghosting, Compatible with Windows, macOS - Black Aluminum",peripherals,keyboards;peripherals,60.19,https://m.media-amazon.com/images/I/31hUfgJWI9L.jpg,https://techwhizmart.com/product/logitech-g413-tkl-se-mechanical-gaming-keyboard-compact-backlit-keyboard-with-tactile-mechanical-switches-anti-ghosting-compatible-with-windows-macos-black-aluminum__trashed/,1,False,True
B07GBZ4Q68,"Logitech G502 HERO High Performance Wired Gaming Mouse, HERO 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC / Mac",peripherals,mice;peripherals,29.99,https://m.media-amazon.com/images/I/4189N8RLVYL.jpg,https://techwhizmart.com/product/logitech-g502-hero-high-performance-wired-gaming-mouse-hero-25k-sensor-25600-dpi-rgb-adjustable-weights-11-programmable-buttons-on-board-memory-pc-mac__trashed/,1,False,True
B085RLZ1C4,"Logitech G915 TKL Tenkeyless Lightspeed Wireless RGB Mechanical Gaming Keyboard, Low Profile Switch Options, Lightsync RGB, Advanced Wireless and Bluetooth Support - Tactile",peripherals,keyboards;peripherals,159.99,https://m.media-amazon.com/images/I/4194IDIrP+L.jpg,https://techwhizmart.com/product/logitech-g915-tkl-tenkeyless-lightspeed-wireless-rgb-mechanical-gaming-keyboard-low-profile-switch-options-lightsync-rgb-advanced-wireless-and-bluetooth-support-tactile__trashed/,1,False,True
B00P43PCI8,"Logitech M185 Wireless Mouse, 2.4GHz with USB Mini Receiver, 12-Month Battery Life, 1000 DPI Optical Tracking, Ambidextrous, Compatible with PC, Mac, Laptop - Black",peripherals,mice;peripherals,12.77,https://m.media-amazon.com/images/I/31vPeNJvQGL.jpg,https://techwhizmart.com/product/logitech-m185-wireless-mouse-2-4ghz-with-usb-mini-receiver-12-month-battery-life-1000-dpi-optical-tracking-ambidextrous-compatible-with-pc-mac-laptop-black__trashed/,1,False,True
B087Z5WDJ2,Logitech M510 Wireless Computer Mouse for PC with USB Unifying Receiver - Graphite,peripherals,mice;peripherals,27.89,https://m.media-amazon.com/images/I/4104-zMkirL.jpg,https://techwhizmart.com/product/logitech-m510-wireless-computer-mouse-for-pc-with-usb-unifying-receiver-graphite__trashed/,1,False,True
B003NR57BY,"Logitech M525 Wireless Mouse, Black/Gray",peripherals,mice;peripherals,34.99,https://m.media-amazon.com/images/I/41Jo5RpWPWL.jpg,https://techwhizmart.com/product/logitech-m525-wireless-mouse-long-3-year-battery-life-ergonomic-shape-for-right-or-left-hand-use-micro-precision-scroll-wheel-and-usb-unifying-receiver-for-computers-and-laptops-black-gr__trashed/,1,False,True
B087Z733CM,"Logitech M705 Marathon Wireless Mouse, 2.4 GHz USB Unifying Receiver, 1000 DPI, 5-Programmable Buttons, 3-Year Battery, Compatible with PC, Mac, Laptop, Chromebook - Black",peripherals,mice;peripherals,29.99,https://m.media-amazon.com/images/I/31Jy-QDNemL.jpg,https://techwhizmart.com/product/logitech-m705-marathon-wireless-mouse-2-4-ghz-usb-unifying-receiver-1000-dpi-5-programmable-buttons-3-year-battery-compatible-with-pc-mac-laptop-chromebook-black__trashed/,1,False,True
B003NREDC8,"Logitech MK120 Wired Keyboard and Mouse Combo for Windows, Optical Wired Mouse, Full-Size Keyboard, USB Plug-and-Play, Compatible with PC, Laptop - Black",peripherals,keyboards;peripherals,16.59,https://m.media-amazon.com/images/I/41a4R1h4-eL.jpg,https://techwhizmart.com/product/logitech-mk120-wired-keyboard-and-mouse-combo-for-windows-optical-wired-mouse-full-size-keyboard-usb-plug-and-play-compatible-with-pc-laptop-black/,1,True,False
B072JX77X6,Logitech MK335 Wireless Keyboard and Mouse Combo - Black/Silver,peripherals,keyboards;peripherals,34.99,https://m.media-amazon.com/images/I/313lrqpa-dL.jpg,https://techwhizmart.com/product/logitech-mk335-wireless-keyboard-and-mouse-combo-black-silver__trashed/,1,False,True
B09N7532L7,"Loigys Wireless Keyboard, 2.4G Full-Sized Ergonomic Wireless Computer Keyboard with Wrist Rest for Windows, Mac OS…",peripherals,keyboards;peripherals,25.99,https://m.media-amazon.com/images/I/41RRz9gsr9L.jpg,https://techwhizmart.com/product/loigys-wireless-keyboard-2-4g-full-sized-ergonomic-wireless-computer-keyboard-with-wrist-rest-for-windows-mac-os-laptop-pc-desktop-notebook-black__trashed/,1,False,True
B078Y2ZK49,Londo Top Grain Leather Mousepad with Wrist Rest,peripherals,mouse-pads;peripherals,16.99,https://m.media-amazon.com/images/I/41R3SOb9U9L.jpg,https://techwhizmart.com/product/londo-top-grain-leather-mousepad-with-wrist-rest__trashed/,1,False,True
B0CLNBLM5F,"Lyyes Switch Controller, Wireless Pro Controller Joystick Compatible with Switch, 2 Pack",peripherals,controllers;peripherals,29.99,https://m.media-amazon.com/images/I/41vBC5IcKIL.jpg,https://techwhizmart.com/product/lyyes-switch-controller-wireless-pro-controller-joystick-compatible-with-switch-2-pack/,1,True,False
B08HFNSCMV,"Mad Catz The Authentic EGO Arcade Fight Stick for PS4, Xbox One, Nintendo Switch and PC (Windows Direct and X-Input),Black",peripherals,controllers;peripherals,189.99,https://m.media-amazon.com/images/I/31GkoykAYYL.jpg,https://techwhizmart.com/product/mad-catz-the-authentic-ego-arcade-fight-stick-for-ps4-xbox-one-nintendo-switch-and-pc-windows-direct-and-x-input__trashed/,1,False,True
B07RQVB3HQ,"Manhattan Wired Computer Keyboard â Basic Black Keyboard - with 4.5ft USB-A Cable, 104-keys, Foldable Stands - Compatible for Windows, PC, Laptop - 3 Yr Mfg Warranty â 179324",peripherals,keyboards;peripherals,11.99,https://m.media-amazon.com/images/I/31n2Pl6SBKL.jpg,https://techwhizmart.com/product/manhattan-wired-computer-keyboard-basic-black-keyboard-with-4-5ft-usb-a-cable-104-keys-foldable-stands-compatible-for-windows-pc-laptop-3-yr-mfg-warranty-179324__trashed/,1,False,True
B08XPY3K9Q,Microsoft Xbox Series S or X Wireless Controller Robot White plus VGSION battery,peripherals,controllers;peripherals,65.00,https://m.media-amazon.com/images/I/41dEVPluuyL.jpg,https://techwhizmart.com/product/microsoft-xbox-series-s-or-x-wireless-controller-robot-white-plus-vgsion-battery/,1,True,False
B09V2QMXZH,"Nepartak Wireless Bluetooth Headphones with 120 Hours Playback, Built-in Mic, in-Ear Design, Stereo Bass, Noise Reduction, Waterproof Sports Neckband Headset",peripherals,headphones;peripherals,25.99,https://m.media-amazon.com/images/I/31yoUICausL.jpg,https://techwhizmart.com/product/neckband-bluetooth-headphones-long-battery-life100-hours-playtimeipx5-waterproof-black-bluetooth-wireless-sport-headphonesbluetooth-neckband-running-headset-with-microphone__trashed/,1,False,True
B01IHSUE0M,"OTM Essentials Artist Series: Plume Jolie Fabric Mouse Pad, Peonies Corners Florals & Nature",peripherals,mouse-pads;peripherals,12.99,https://m.media-amazon.com/images/I/41nuUPU3mRL.jpg,https://techwhizmart.com/product/otm-essentials-artist-series-plume-jolie-fabric-mouse-pad-peonies-corners-florals-nature__trashed/,1,False,True
B07VFCJHFQ,"PDP Gaming Afterglow Wireless Nintendo Switch Pro Controller: Prismatic RGB LED Lighting, Full Motion Control Gamepad, Customizable Paddle Buttons",peripherals,controllers;peripherals,36.99,https://m.media-amazon.com/images/I/41yy7mGoe-L.jpg,https://techwhizmart.com/product/pdp-gaming-afterglow-wireless-nintendo-switch-pro-controller-prismatic-rgb-led-lighting-full-motion-control-gamepad-customizable-paddle-buttons/,1,True,False
B09STGMJVK,"PS5 Controller Charger, PS5 Controller Charging Station Dock, Fast Dual Charging for Dualsense, PlayStation 5 Controller with Wireless Controller Accessories, Blue LED ON/Off Automatically afbptek",peripherals,controllers;peripherals,21.89,https://m.media-amazon.com/images/I/41ZjRG2To5L.jpg,https://techwhizmart.com/product/ps5-controller-charger-ps5-controller-charging-station-dock-fast-dual-charging-for-dualsense-playstation-5-controller-with-wireless-controller-accessories-blue-led-on-off-automatically-afbptek/,1,True,False
B0CFV9XR2Q,"Picun B8 Bluetooth Headphones, 120H Playtime Headphones Wireless Bluetooth with 3 EQ Modes, Low Latency, Hands-Free Calls, Over Ear Headphones for Travel Home Office Cellphone PC Black",peripherals,headphones;peripherals,21.99,https://m.media-amazon.com/images/I/41HikImm1zL.jpg,https://techwhizmart.com/product/picun-b8-bluetooth-headphones-120h-playtime-headphones-wireless-bluetooth-with-3-eq-modes-low-latency-hands-free-calls-over-ear-headphones-for-travel-home-office-cellphone-pc-black/,1,True,False
B09RBZ134K,PlayStation DualSense Wireless Controller – Galactic Purple,peripherals,controllers;peripherals,74.99,https://m.media-amazon.com/images/I/31oc0gzpkyL.jpg,https://techwhizmart.com/product/playstation-dualsense-wireless-controller-galactic-purple/,1,True,False
B0CGVKF54H,Playseat Challenge X - Logitech G Edition Sim Racing Cockpit,peripherals,controllers;peripherals,299.00,https://m.media-amazon.com/images/I/41VvHtcFtNL.jpg,https://techwhizmart.com/product/playseat-challenge-x-logitech-g-edition-sim-racing-cockpit/,1,True,False
B0B7NXH9KS,"PowerA Spectra Infinity Enhanced Wired Controller for Xbox Series X|S - White (Amazon Exclusive), gamepad, video gaming controller, works with Xbox One and Windows 10/11, officially licensed",peripherals,controllers;peripherals,52.12,https://m.media-amazon.com/images/I/41woDQCgV6L.jpg,https://techwhizmart.com/product/powera-spectra-infinity-enhanced-wired-controller-for-xbox-series-xs-white-amazon-exclusive-gamepad-wired-video-game-controller-gaming-controller-works-with-xbox-one-and-windows-10-11-offici__trashed/,1,False,True
B0CWKPLHLH,"ProtoArc Ergonomic Foldable Keyboard Mouse, XKM03 Portable Folding Bluetooth Keyboard Mouse Combo for Business and Travel, Split Design, 3 Bluetooth, Rechargeable, for iPad, Tablet, iPhone, Laptop",peripherals,keyboards;peripherals,89.99,https://m.media-amazon.com/images/I/415vm4OOObL.jpg,https://techwhizmart.com/product/protoarc-ergonomic-foldable-keyboard-mouse-xkm03-portable-folding-bluetooth-keyboard-mouse-combo-for-business-and-travel-split-design-3-bluetooth-rechargeable-for-ipad-tablet-iphone-laptop/,1,True,False
B094NC89P9,"RORSOU R10 On-Ear Headphones with Microphone, Lightweight Folding Stereo Bass Headphones with 1.5M No-Tangle Cord, Portable Wired Headphones for Smartphone Tablet Computer MP3 / 4 (Black)",peripherals,headphones;peripherals,16.99,https://m.media-amazon.com/images/I/41uOlDCxMsS.jpg,https://techwhizmart.com/product/rorsou-r10-on-ear-headphones-with-microphone-lightweight-folding-stereo-bass-headphones-with-1-5m-no-tangle-cord-portable-wired-headphones-for-smartphone-tablet-computer-mp3-4-black__trashed/,1,False,True
B07DG64YL9,"Razer Goliathus Extended Chroma Gaming Mousepad: Customizable Chroma RGB Lighting - Soft, Cloth Material - Balanced Control & Speed - Non-Slip Rubber Base - Classic Black",peripherals,mouse-pads;peripherals,59.77,https://m.media-amazon.com/images/I/31TyhCUskYL.jpg,https://techwhizmart.com/product/razer-goliathus-extended-chroma-gaming-mousepad-customizable-chroma-rgb-lighting-soft-cloth-material-balanced-control-speed-non-slip-rubber-base-classic-black__trashed/,1,False,True
B099MR91RP,Razer Strider Hybrid Mouse Mat with a Soft Base & Smooth Glide: Firm Gliding Surface - Anti-Slip Base - Rollable & Portable - Anti-Fraying Stitched Edges - Water-Resistant - XXLarge,peripherals,mouse-pads;peripherals,49.99,https://m.media-amazon.com/images/I/11G5iqsbr3L.jpg,https://techwhizmart.com/product/razer-strider-hybrid-mouse-mat-with-a-soft-base-smooth-glide-firm-gliding-surface-anti-slip-base-rollable-portable-anti-fraying-stitched-edges-water-resistant-xxlarge__trashed/,1,False,True
B07YPC3BQC,Razer Viper Ultimate Hyperspeed Lightest Wireless Gaming Mouse & RGB Charging Dock: Fastest Switch - 20K DPI Optical Sensor - Chroma Lighting - 8 Programmable Buttons - 70 Hr Battery,peripherals,mice;peripherals,149.99,https://m.media-amazon.com/images/I/41JGMi9cikL.jpg,https://techwhizmart.com/product/razer-viper-ultimate-hyperspeed-lightweight-wireless-gaming-mouse-rgb-charging-dock-fastest-gaming-mouse-switch-20k-dpi-optical-sensor-chroma-lighting-8-programmable-buttons-70-hr-battery__trashed/,1,False,True
B074RNL1RX,"Razer Wolverine Ultimate Officially Licensed Xbox One Controller: 6 Remappable Buttons and Triggers - Interchangeable Thumbsticks and D-Pad - For PC, Xbox One, Xbox Series X & S - Black",peripherals,controllers;peripherals,68.94,https://m.media-amazon.com/images/I/41CXof5bwUL.jpg,https://techwhizmart.com/product/razer-wolverine-ultimate-officially-licensed-xbox-one-controller-6-remappable-buttons-and-triggers-interchangeable-thumbsticks-and-d-pad-for-pc-xbox-one-xbox-series-x-s-black__trashed/,1,False,True
B08LRTTGM6,"Razer Wolverine V2 Wired Gaming Controller for Xbox Series X|S, Xbox One, PC: Remappable Front-Facing Buttons - Mecha-Tactile Action Buttons and D-Pad - Trigger Stop-Switches - Black",peripherals,controllers;peripherals,76.00,https://m.media-amazon.com/images/I/41NKyQZvAjL.jpg,https://techwhizmart.com/product/razer-wolverine-v2-wired-gaming-controller-for-xbox-series-xs-xbox-one-pc-remappable-front-facing-buttons-mecha-tactile-action-buttons-and-d-pad-trigger-stop-switches-black__trashed/,1,False,True
B0951YQGFJ,"RedThunder K10 Wireless Gaming Keyboard, Rechargeable 3000mAh 2.4G LED Backlit Wireless Keyboard, Ergonomic Keyboard with Mechanical Feeling Keys for PC PS4 Xbox One Mac, Teclado Gamer, Black",peripherals,keyboards;peripherals,29.99,https://m.media-amazon.com/images/I/41-t9qKzUXS.jpg,https://techwhizmart.com/product/redthunder-k10-wireless-gaming-keyboard-rechargeable-3000mah-2-4g-led-backlit-wireless-keyboard-ergonomic-keyboard-with-mechanical-feeling-keys-for-pc-ps4-xbox-one-mac-teclado-gamer-black__trashed/,1,False,True
B0B8C9GRWD,"RedThunder K84 Wireless Keyboard and Mouse Combo, RGB Backlit Rechargeable Battery, 75% Layout 84 Keys TKL Ultra Compact Gaming Keyboard & Lightweight 3200 DPI Honeycomb Optical Mouse (White-Gray)",peripherals,keyboards;peripherals,35.99,https://m.media-amazon.com/images/I/51R8E5YjdDL.jpg,https://techwhizmart.com/product/redthunder-k84-75-wireless-gaming-keyboard-and-mouse-combo-rgb-backlit-rechargeable-battery-mechanical-feel-tkl-ultra-compact-keyboard-lightweight-3200-dpi-honeycomb-optical-mouse-white-gray__trashed/,1,False,True
B00NLZUM36,"Redragon S101 Gaming Keyboard, M601 Mouse, RGB Backlit Gaming Keyboard, Programmable Backlit Gaming Mouse, Value Combo Set [New Version]",peripherals,keyboards;peripherals,39.99,https://m.media-amazon.com/images/I/51vOyKGea+L.jpg,https://techwhizmart.com/product/redragon-s101-wired-gaming-keyboard-and-mouse-combo-rgb-backlit-gaming-keyboard-with-multimedia-keys-wrist-rest-and-red-backlit-gaming-mouse-3200-dpi-for-windows-pc-gamers-black__trashed/,1,False,True
B0C5J4MHYF,Replacement Laptop English Black Backlit Keyboard Without Frame for ASUS TUF Gaming F15 FA507 FX507 FX707 FX517 FA507R FX507ZC,peripherals,keyboards;peripherals,38.99,https://m.media-amazon.com/images/I/41p+7VYVLYL.jpg,https://techwhizmart.com/product/replacement-laptop-english-black-backlit-keyboard-without-frame-for-asus-tuf-gaming-f15-fa507-fx507-fx707-fx517-fa507r-fx507zc/,1,True,False
